Id,CHURN,Gender,Status,Children,Est Income,Car Owner,Age,Paymethod,Usage,RatePlan,pChurn,3_Class,5_Class,is_test_set
548,T,M,M,1,71472.9,N,41.913333,CH,130.22,1,0.302692197022346,0.5,0.25,False
549,F,F,M,0,95405.7,N,48.0,CC,13.96,3,0.22329391783209407,0.0,0.25,False
550,F,F,S,0,95786.8,Y,52.646667,CC,108.79,1,0.6758690558226452,0.5,0.75,False
551,T,M,S,0,90321.6,N,55.113333,CC,12.39,3,0.6387140228163557,0.5,0.75,False
552,T,M,D,1,90478.6,N,54.553332999999995,CC,154.49,4,0.3315023398705761,0.5,0.25,False
553,F,F,M,2,56187.0,N,43.0,CH,21.83,3,0.15324997151736489,0.0,0.25,False
554,F,M,M,1,28313.1,N,20.893333,CC,13.63,2,0.3380988976916282,0.5,0.25,True
555,T,F,S,1,41000.0,N,24.393333,CC,229.64,2,0.7694864508625818,1.0,0.75,True
556,F,M,M,2,29616.0,N,49.426667,CH,75.29,4,0.2737466592994656,0.5,0.25,False
557,F,M,M,0,19732.8,N,50.673333,CC,47.25,1,0.5078716700703951,0.5,0.5,True
558,F,M,S,2,96.33,N,56.473333,CC,59.01,3,0.65117536104133,0.5,0.75,False
559,F,F,M,2,52004.8,N,25.14,CH,28.14,2,0.17236868048661702,0.0,0.25,False
560,F,M,M,2,53010.8,N,18.84,CC,58.87,4,0.18183978194922987,0.0,0.25,False
561,F,M,M,0,75004.5,N,64.8,CC,58.72,1,0.2999714503106251,0.5,0.25,False
562,F,M,M,0,19749.3,N,60.36666700000001,CC,34.17,2,0.4959491049293036,0.5,0.5,False
563,F,M,S,1,57626.9,Y,43.906667,CC,48.35,1,0.6543297722128326,0.5,0.75,False
564,F,M,M,2,20078.0,N,32.846667,CC,15.98,1,0.20140839375463174,0.0,0.25,False
565,F,F,M,2,47902.0,N,26.033333,Auto,72.31,3,0.07085096238602619,0.0,0.0,False
566,T,M,M,1,7545.96,Y,16.753332999999998,CC,200.75,2,0.6064582316403972,0.5,0.5,False
567,F,F,S,0,78851.3,N,48.373333,CC,29.04,3,0.6600396865673931,0.5,0.75,True
568,T,F,S,1,17540.7,Y,62.786667,Auto,36.2,1,0.4985417135527496,0.5,0.5,False
569,T,F,M,0,83891.9,Y,61.02,CH,74.4,4,0.4039373023814825,0.5,0.5,False
570,T,F,M,2,28220.8,N,38.766667,CC,38.95,4,0.18488323118535088,0.0,0.25,True
571,T,F,S,0,28589.1,N,15.6,CC,100.28,1,0.8486880918300029,1.0,0.75,False
572,F,F,M,2,5237.63,N,48.753333000000005,CC,78.02,3,0.2427010700025612,0.0,0.25,False
573,T,M,S,2,89459.9,N,53.28,CC,36.05,2,0.30806873126357026,0.5,0.25,False
574,T,F,S,1,13576.5,N,39.426667,CC,40.49,4,0.744069188641461,0.5,0.75,False
575,F,F,S,0,81710.9,N,58.54,CC,36.42,4,0.6526289083073029,0.5,0.75,False
576,T,F,M,2,67388.0,N,53.12,CC,96.33,4,0.12043816935566587,0.0,0.0,True
577,F,F,M,1,57063.0,Y,52.333333,CH,98.1,4,0.3598637683285215,0.5,0.25,False
578,T,F,M,2,84166.1,N,54.013332999999996,CC,15.02,1,0.06683215794474275,0.0,0.0,False
579,F,F,S,0,45612.9,N,14.3,CC,323.82,4,0.9079437116699224,1.0,1.0,False
580,T,F,S,1,7737.94,N,42.666667,CC,61.9,4,0.7680682425735269,1.0,0.75,False
581,T,M,S,2,120000.0,N,42.0,CH,314.62,2,0.4859189349255919,0.5,0.5,False
582,F,F,M,2,45287.6,Y,29.026667,CC,2.97,2,0.1586515620038447,0.0,0.25,True
583,T,F,M,2,59613.1,N,34.32,CC,175.78,4,0.17913042359188985,0.0,0.25,False
584,T,F,S,1,16326.7,N,50.613333000000004,CC,1.34,2,0.6770072901974371,0.5,0.75,True
585,T,F,S,2,9559.78,N,51.38,CC,77.91,2,0.5868142473772138,0.5,0.5,True
586,F,F,M,2,42031.8,N,50.753333000000005,CH,59.78,4,0.20049491481876436,0.0,0.25,False
587,F,F,M,2,83284.1,Y,28.42,Auto,35.96,3,0.047152329453784746,0.0,0.0,False
588,F,M,M,1,39229.1,N,26.26,CC,47.1,4,0.33902889660487256,0.5,0.25,True
589,F,F,D,1,68427.4,N,42.393333,Auto,73.81,1,0.14461674142520425,0.0,0.25,True
590,T,M,S,0,3601.71,N,49.266667,Auto,125.6,4,0.7962578685723237,1.0,0.75,True
591,T,F,S,0,98716.3,N,55.66,CC,43.13,4,0.6020891173000938,0.5,0.5,True
592,F,F,S,2,66182.7,Y,62.48,Auto,58.87,4,0.22760211570102185,0.0,0.25,False
593,T,F,M,2,84789.3,N,50.433333000000005,CH,33.47,4,0.10936598198365599,0.0,0.0,False
594,T,F,M,2,35976.5,Y,48.853333,Auto,50.63,4,0.08853688188489436,0.0,0.0,False
595,F,F,M,0,32703.1,Y,64.92,CC,72.89,4,0.5068772568370277,0.5,0.5,False
596,F,F,M,2,8204.72,N,52.973333,CH,39.79,2,0.2587731793880324,0.5,0.25,False
597,T,M,M,1,97180.4,N,50.6,CC,63.51,3,0.15630432439793673,0.0,0.25,False
598,F,F,M,0,80405.1,N,60.226667000000006,CC,28.98,4,0.2683665424629705,0.5,0.25,False
599,F,F,S,2,38280.0,N,33.74,Auto,86.61,2,0.296159539157111,0.5,0.25,True
600,T,M,S,0,64136.6,Y,61.106667,CC,142.37,1,0.8057110716127625,1.0,0.75,False
601,T,F,M,2,45429.7,Y,61.713333,CH,97.74,2,0.21858511794414445,0.0,0.25,False
602,T,F,S,0,25285.5,N,53.986667000000004,CC,21.3,3,0.8031368554155908,1.0,0.75,True
603,F,F,M,2,77551.1,Y,33.6,CC,62.42,3,0.12428162174094877,0.0,0.0,False
604,T,F,M,0,38538.4,N,12.326667,CC,47.66,1,0.4552108948498163,0.5,0.5,False
605,F,M,M,0,92881.8,N,21.38,CC,93.57,2,0.3333963270889824,0.5,0.25,False
606,T,M,S,2,43634.5,N,21.78,CC,143.5,2,0.5953118944484219,0.5,0.5,False
607,T,F,S,1,13109.1,N,62.606667,Auto,62.87,1,0.4805593771768684,0.5,0.5,False
608,T,M,S,1,92647.5,N,56.04666700000001,CC,32.13,2,0.4564976609743243,0.5,0.5,False
609,F,M,S,2,21021.6,Y,62.753333,CC,14.95,2,0.5769105843034975,0.5,0.5,True
610,T,M,S,0,74460.7,Y,55.34,CC,206.46,2,0.823949016826059,1.0,0.75,True
611,T,F,S,2,28787.4,N,41.666667,Auto,86.06,1,0.3046300815082456,0.5,0.25,True
612,F,M,M,1,13091.6,N,59.126667000000005,CC,43.06,4,0.3794016045982633,0.5,0.5,False
613,F,F,M,2,62061.8,Y,45.92,Auto,82.08,1,0.05934382552771845,0.0,0.0,True
614,T,F,M,1,20550.9,Y,22.12,CC,85.64,1,0.4126897593957142,0.5,0.5,False
615,F,M,M,2,1765.41,N,18.766667,CC,47.99,4,0.31644178053336763,0.5,0.25,False
616,T,F,S,2,19131.1,N,56.18666700000001,Auto,57.07,2,0.3089124551733144,0.5,0.25,False
617,F,M,M,2,42750.3,Y,50.493333,Auto,134.97,2,0.1063819140276224,0.0,0.0,True
618,T,F,S,2,2842.55,N,45.92,Auto,0.79,4,0.3629911879302636,0.5,0.25,True
619,F,M,M,2,22358.1,N,52.626667000000005,CC,29.25,3,0.1989556160629052,0.0,0.25,True
620,F,M,M,0,47870.8,Y,27.26,CC,13.82,2,0.4815300633151615,0.5,0.5,False
621,F,F,S,2,6440.46,Y,43.0,CH,49.86,2,0.7117099822389766,0.5,0.75,False
622,T,F,S,0,7325.5,N,36.92,CC,190.06,3,0.9068976146016604,1.0,1.0,False
623,F,M,M,2,28766.9,N,46.84,CC,64.2,1,0.1897321028289917,0.0,0.25,False
624,F,M,S,0,72928.2,N,38.733333,CC,203.67,2,0.8088850235789609,1.0,0.75,False
625,F,M,M,2,91272.2,Y,25.033333,CC,40.0,1,0.1087017963756566,0.0,0.0,False
626,T,M,S,0,65000.0,Y,52.266667,Auto,137.0,1,0.628596263162527,0.5,0.75,False
627,F,M,M,2,1406.05,Y,19.306667,CC,26.72,1,0.3174135133526063,0.5,0.25,False
628,F,F,S,0,73228.3,N,46.0,Auto,50.58,3,0.4758791155355138,0.5,0.5,False
629,F,F,S,2,76231.9,N,63.806667000000004,Auto,152.76,3,0.2022181625324772,0.0,0.25,False
630,T,M,M,1,64792.3,N,52.146667,CH,51.41,1,0.2631065744014742,0.5,0.25,False
631,T,F,S,0,93322.1,Y,40.313333,CH,38.72,1,0.7233091659668104,0.5,0.75,True
632,T,M,M,1,63437.3,N,63.653332999999996,CC,14.98,4,0.20512268023022875,0.0,0.25,False
633,F,M,M,2,49910.7,Y,51.52,CC,51.14,4,0.1877957506688908,0.0,0.25,False
634,T,M,M,1,76161.4,Y,44.573333,CC,37.55,3,0.23263135110843586,0.0,0.25,False
635,F,F,M,2,55860.0,Y,14.573332999999998,CC,26.37,1,0.1520027145636299,0.0,0.25,False
636,T,F,S,1,12686.0,N,64.8,Auto,103.88,4,0.5469568528524411,0.5,0.5,False
637,F,M,M,2,57360.8,Y,53.253333,CC,67.61,1,0.1556983905157172,0.0,0.25,True
638,T,M,M,0,92414.7,Y,45.513333,CC,40.06,1,0.30459150756872955,0.5,0.25,False
639,T,M,M,0,60102.7,N,42.14,CH,72.29,3,0.4940336389926737,0.5,0.5,False
640,F,F,M,2,17888.7,N,52.646667,CC,361.88,2,0.3620873957322442,0.5,0.25,False
641,T,F,S,1,12526.3,N,53.553332999999995,CC,40.59,3,0.7201253436615664,0.5,0.75,False
642,T,F,S,2,14578.8,Y,60.933333,Auto,107.02,1,0.3887312579053297,0.5,0.5,False
643,T,M,M,0,78572.2,Y,42.346667,CC,51.09,1,0.3619803991911071,0.5,0.25,True
644,F,M,M,1,3933.74,N,17.86,CC,57.67,2,0.4602517560853573,0.5,0.5,False
645,F,F,M,2,48238.8,N,34.706666999999996,CC,191.32,1,0.1882029146792734,0.0,0.25,False
646,T,F,M,0,28770.9,N,12.34,CH,49.6,3,0.5970117045649217,0.5,0.5,False
647,F,F,M,2,87578.2,Y,53.36666700000001,CC,22.44,4,0.09186587496343042,0.0,0.0,False
648,F,F,M,2,86695.4,N,13.906667,CC,58.03,1,0.09112671093952633,0.0,0.0,False
649,F,F,S,2,76791.2,N,43.0,CC,43.71,3,0.3427000521175021,0.5,0.25,False
650,T,F,S,1,30763.8,Y,14.193332999999999,CC,57.17,3,0.7653600138730968,1.0,0.75,True
651,F,F,M,2,3193.6,N,54.04666700000001,CH,118.82,3,0.3316722082328101,0.5,0.25,True
652,F,M,M,1,69680.9,N,15.846667000000002,CC,39.8,2,0.2347998554765961,0.0,0.25,False
653,F,F,M,0,77000.0,N,63.353333,Auto,119.82,4,0.16437007180683533,0.0,0.25,False
654,T,M,D,0,2056.06,Y,18.94,Auto,58.8,3,0.6255419657866167,0.5,0.75,False
655,F,F,M,2,7776.6,N,35.706666999999996,CC,94.2,1,0.2405856357251404,0.0,0.25,False
656,F,M,M,1,2067.82,N,47.853333,CC,85.9,4,0.4671083047880438,0.5,0.5,False
657,T,M,S,0,78000.0,N,46.0,CC,20.74,4,0.707971127503109,0.5,0.75,False
658,F,F,M,2,69343.3,N,42.166667,CC,21.91,1,0.0893494355327173,0.0,0.0,False
659,F,F,M,0,83287.0,N,42.0,Auto,24.46,3,0.12789567208683802,0.0,0.25,False
660,F,F,M,0,14932.5,N,70.0,CC,11.42,3,0.45312652235856304,0.5,0.5,True
661,F,F,S,0,27498.1,N,70.0,CC,12.08,2,0.7678238140083687,1.0,0.75,False
662,F,F,M,2,21419.9,N,59.833332999999996,CC,129.51,4,0.22346932902154146,0.0,0.25,False
663,F,F,M,2,30665.2,Y,22.88,Auto,77.44,3,0.1126519221878778,0.0,0.0,False
664,F,F,M,1,68000.0,Y,44.0,Auto,37.04,1,0.09434603436068352,0.0,0.0,False
665,F,F,M,2,50561.3,N,62.0,CH,129.91,3,0.19395485328322093,0.0,0.25,False
666,T,F,S,2,23464.0,Y,55.0,CC,64.14,3,0.5863604650928199,0.5,0.5,False
667,F,F,M,2,194.57,N,41.0,CC,67.21,4,0.2697961649970722,0.5,0.25,False
668,F,F,M,1,98680.4,Y,62.0,CH,26.44,1,0.16509459170576726,0.0,0.25,False
669,T,M,M,0,65619.7,Y,46.0,CC,158.22,3,0.5053058149800058,0.5,0.5,True
670,F,F,M,1,95620.3,Y,41.0,CC,104.53,3,0.19260702413320413,0.0,0.25,False
671,F,F,D,1,85275.0,N,70.0,Auto,174.09,3,0.14153877074053994,0.0,0.25,False
672,F,F,M,1,66921.4,Y,61.0,CC,24.67,3,0.20373863313720675,0.0,0.25,False
673,F,F,M,1,98453.6,Y,55.0,Auto,25.38,2,0.05908721984514573,0.0,0.0,False
674,F,F,M,2,94026.8,Y,27.746667,CC,35.63,3,0.09610566246083238,0.0,0.0,True
675,F,F,S,2,57420.0,Y,42.0,Auto,277.72,3,0.4082170746971732,0.5,0.5,False
676,T,M,M,0,80000.0,N,56.193332999999996,CC,34.35,1,0.28077336522038715,0.5,0.25,False
677,F,M,M,2,47639.1,N,61.0,CC,57.11,4,0.15588186545587773,0.0,0.25,True
678,F,F,M,2,63234.5,Y,52.36,CH,1.16,4,0.15915176841491932,0.0,0.25,False
679,F,F,S,2,46945.0,N,65.0,CC,49.6,2,0.4073475985671196,0.5,0.5,True
680,F,M,M,0,3911.9,N,59.0,CC,39.36,1,0.5481341579933299,0.5,0.5,False
681,F,F,M,0,71816.1,Y,60.0,CC,51.83,4,0.35703974109773834,0.5,0.25,False
682,F,F,M,2,18296.4,Y,42.626667,CC,10.47,1,0.20133235762569165,0.0,0.25,False
683,T,F,S,0,39461.0,N,22.226667000000003,CC,126.68,2,0.8388465047115239,1.0,0.75,False
684,F,F,M,1,71502.5,N,57.0,CC,0.68,2,0.1485419497992308,0.0,0.25,False
685,F,F,S,1,66000.0,N,52.0,Auto,86.12,4,0.3586830738406434,0.5,0.25,False
686,F,F,M,1,95011.5,N,52.0,CC,2.83,2,0.11304769843537253,0.0,0.0,False
687,F,M,M,1,47371.0,Y,54.96,CC,270.97,2,0.4522607844976695,0.5,0.5,False
688,F,F,M,2,52957.0,Y,39.746666999999995,CH,151.32,4,0.27067190142120845,0.5,0.25,False
689,F,F,S,2,86747.1,N,64.85333299999999,Auto,57.4,3,0.139834464373765,0.0,0.25,False
690,F,F,M,0,57942.4,N,50.313333,CH,124.69,3,0.4859840123123543,0.5,0.5,False
691,F,F,M,1,87404.6,N,63.18666700000001,Auto,160.84,4,0.08543997973508084,0.0,0.0,False
692,F,M,S,2,20919.0,N,55.0,CC,164.54,1,0.6297476854218056,0.5,0.75,True
693,F,F,M,2,85394.0,Y,20.16,Auto,35.69,4,0.05037955429135843,0.0,0.0,False
694,T,F,S,0,2121.36,N,39.786667,CC,38.8,1,0.8568469036411265,1.0,0.75,True
695,F,F,M,2,63566.1,Y,56.3,CH,73.03,3,0.17752650993763794,0.0,0.25,False
696,F,F,M,0,52089.6,N,48.0,CC,23.87,2,0.3494639558737048,0.5,0.25,False
697,F,F,S,1,58328.8,N,65.0,CC,131.25,3,0.6123514804800407,0.5,0.5,False
698,F,F,S,0,89813.6,N,12.846667,CC,166.18,4,0.7638042370477306,1.0,0.75,False
699,F,F,M,2,82644.2,Y,33.493333,CC,41.85,2,0.1053311866228704,0.0,0.0,False
700,T,F,S,1,27783.6,N,14.04,CC,29.58,2,0.7063826270738699,0.5,0.75,False
701,F,F,S,1,86252.8,Y,59.0,CC,45.44,4,0.5233120271463237,0.5,0.5,True
702,F,F,M,1,38738.3,N,60.0,CC,59.73,1,0.24005413836861397,0.0,0.25,False
703,F,F,M,2,60485.5,N,41.666667,Auto,40.41,4,0.052097469237428536,0.0,0.0,False
704,T,F,M,1,56722.8,N,60.593332999999994,CC,74.77,4,0.22658983725193305,0.0,0.25,False
705,T,F,M,0,55000.0,N,48.373333,CC,29.04,4,0.3658299261108752,0.5,0.25,False
706,F,F,M,2,809.43,Y,31.913333,CH,2.89,1,0.3200316801289105,0.5,0.25,False
707,T,M,S,1,76529.8,N,58.28,CC,43.89,2,0.5217576210849001,0.5,0.5,True
708,F,F,M,2,34577.7,N,63.253333,CH,145.75,2,0.2318628262825163,0.0,0.25,False
709,T,M,M,0,23000.0,Y,61.02,CH,74.4,4,0.6656447081958666,0.5,0.75,False
710,F,F,M,0,77000.0,N,55.0,Auto,73.02,1,0.13412836808571607,0.0,0.25,False
711,T,F,S,2,19008.4,Y,52.166667,CC,147.74,1,0.6404311542584413,0.5,0.75,False
712,F,F,M,0,98056.3,N,55.966667,Auto,150.67,3,0.13528392025357386,0.0,0.25,True
713,T,M,M,0,73400.0,Y,53.213333,CH,2.21,1,0.4058537372400401,0.5,0.5,False
714,F,F,M,0,53432.2,Y,57.0,CH,96.04,1,0.5004073303706965,0.5,0.5,False
715,T,M,M,0,78894.2,N,52.74,CH,46.65,3,0.39044931525699456,0.5,0.5,False
716,T,M,S,1,16432.1,Y,20.92,CH,109.78,3,0.8805083955655678,1.0,1.0,False
717,T,M,M,0,62797.9,N,54.446667000000005,CH,68.09,3,0.4619575243352143,0.5,0.5,False
718,T,M,S,1,71329.9,Y,42.233333,CC,63.75,1,0.6199028396260735,0.5,0.5,False
719,F,F,S,0,91498.9,N,52.0,CC,46.88,2,0.6115423806556489,0.5,0.5,False
720,T,M,S,0,3601.71,N,49.266667,Auto,125.6,4,0.7962578685723237,1.0,0.75,False
721,F,F,S,1,33084.3,Y,50.313333,CH,125.05,1,0.7928153204800564,1.0,0.75,False
722,T,F,S,0,20913.6,N,53.013332999999996,CC,95.93,1,0.8313432008921331,1.0,0.75,False
723,F,M,M,0,62724.5,Y,55.0,Auto,82.69,4,0.25264163036817905,0.5,0.25,False
724,F,F,S,1,49553.9,Y,48.0,CC,78.54,1,0.6579198167615551,0.5,0.75,False
725,T,F,S,1,540.4,Y,39.213333,Auto,20.1,4,0.6222059417222855,0.5,0.5,False
726,T,F,M,0,57255.4,N,27.0,CC,107.41,1,0.4075983527325725,0.5,0.5,False
727,F,F,S,1,71941.5,Y,45.0,CH,103.21,3,0.6967750391659329,0.5,0.75,False
728,T,F,S,2,72583.0,Y,22.0,CH,41.3,2,0.5050884141714689,0.5,0.5,False
729,F,M,M,2,67339.8,N,17.006667,CC,81.72,3,0.1557420701520556,0.0,0.25,False
730,F,F,M,1,88759.5,N,60.0,CC,143.93,2,0.1678835095672885,0.0,0.25,True
731,T,M,M,1,75799.9,N,46.38,CC,94.06,2,0.2138950978501886,0.0,0.25,False
732,T,F,S,2,15688.5,N,53.06,CC,22.42,1,0.5086698616911274,0.5,0.5,False
733,T,F,S,0,43382.3,N,16.073332999999998,CH,138.37,4,0.8894044696865278,1.0,1.0,False
734,T,M,S,0,2805.01,Y,25.0,CC,38.08,1,0.905022101842928,1.0,1.0,False
735,T,F,S,0,5185.31,N,62.053332999999995,CC,52.9,3,0.8518781462563166,1.0,0.75,False
736,T,F,S,0,42000.0,N,16.06,CC,134.45,2,0.8419348689019038,1.0,0.75,False
737,T,F,S,0,38000.0,N,22.433332999999998,CH,106.53,2,0.8732793248802305,1.0,0.75,False
738,T,F,M,1,81641.2,Y,19.0,CC,98.76,2,0.2393153922748693,0.0,0.25,False
739,F,F,M,2,80087.7,N,41.92,CC,31.56,4,0.09116938062927746,0.0,0.0,False
740,F,F,M,2,59691.3,N,38.04,CC,278.65,3,0.2150907819042684,0.0,0.25,False
741,T,F,S,2,11251.1,Y,43.0,CC,141.91,2,0.6864181584654747,0.5,0.75,False
742,T,M,M,0,70908.7,N,49.62,CC,55.47,1,0.3313455814864196,0.5,0.25,False
743,T,M,S,0,94928.3,N,40.18,CC,93.78,1,0.6750125492201831,0.5,0.75,True
744,F,F,M,2,50622.3,N,40.46,Auto,112.72,3,0.07014582508595636,0.0,0.0,False
745,T,M,M,0,78000.0,Y,50.0,CH,39.32,2,0.432940279610496,0.5,0.5,False
746,T,M,M,1,78000.0,Y,52.266667,CH,92.37,2,0.3018180163018045,0.5,0.25,False
747,F,F,S,2,93559.1,N,57.62,CC,31.42,4,0.2734383841804948,0.5,0.25,False
748,T,F,M,1,56722.8,N,60.593332999999994,CC,74.77,4,0.22658983725193305,0.0,0.25,False
749,F,M,M,1,80000.0,N,39.0,CC,3.22,2,0.16992816997710428,0.0,0.25,False
750,T,F,S,2,3416.62,Y,22.76,CC,123.7,2,0.7254781955104322,0.5,0.75,False
751,F,F,M,0,73069.1,Y,55.63333299999999,Auto,10.39,4,0.1646514077389103,0.0,0.25,False
752,T,M,M,0,80000.0,Y,53.213333,CC,40.9,4,0.36993721472131547,0.5,0.25,True
753,F,F,M,2,8032.16,N,45.666667,CC,88.77,1,0.2260474273393703,0.0,0.25,False
754,F,F,S,0,93454.3,Y,48.533333,Auto,44.13,1,0.4213361303719306,0.5,0.5,True
755,T,M,M,0,5745.0,Y,15.38,CC,44.11,3,0.6832229312884711,0.5,0.75,False
756,F,F,S,0,83287.0,N,60.0,Auto,215.96,1,0.5129330154836917,0.5,0.5,False
757,F,F,S,0,92564.1,Y,49.133333,Auto,74.86,1,0.44589950147220186,0.5,0.5,False
758,T,M,S,0,70000.0,Y,48.0,CH,90.25,3,0.8433667470095614,1.0,0.75,False
759,F,F,M,2,48322.5,Y,49.333333,CC,50.29,2,0.1545017045609147,0.0,0.25,True
760,F,M,S,2,78373.5,N,35.346667,Auto,199.91,2,0.27435548625693323,0.5,0.25,False
761,F,F,M,2,81913.8,Y,49.66,CC,53.03,2,0.10016916485438077,0.0,0.0,False
762,T,F,S,0,919.93,N,38.26,CH,120.71,2,0.9189425467450985,1.0,1.0,False
763,F,F,M,2,69486.8,N,30.946666999999998,CC,17.11,1,0.09375706216712354,0.0,0.0,False
764,F,F,M,2,24482.8,N,33.533333,CH,2.0,1,0.20791109234571065,0.0,0.25,False
765,F,F,M,0,14573.6,N,64.606667,CC,263.58,4,0.6555896116643045,0.5,0.75,False
766,F,F,M,2,92103.8,N,52.153333,CC,14.86,2,0.0633856974685046,0.0,0.0,False
767,T,F,S,2,8392.14,Y,36.68,CH,87.16,3,0.7454068774107091,0.5,0.75,True
768,T,F,S,0,17138.2,N,63.786667,CC,104.69,4,0.8536511527818982,1.0,0.75,False
769,F,F,M,2,47010.1,N,57.406667000000006,CC,167.31,1,0.1605416098828395,0.0,0.25,False
770,F,F,D,1,67239.4,N,44.433333000000005,Auto,66.7,4,0.1623915346388147,0.0,0.25,False
771,T,M,M,1,69406.7,Y,46.826667,CC,142.23,4,0.3213577787876817,0.5,0.25,False
772,F,F,M,2,83259.3,N,50.88,CC,4.46,1,0.06694495509966711,0.0,0.0,False
773,F,F,M,2,2185.6,N,52.513332999999996,CH,28.07,3,0.2802511206563553,0.5,0.25,False
774,T,M,M,1,76511.3,N,62.08,CC,42.52,3,0.180944371366364,0.0,0.25,True
775,T,F,M,1,35000.0,N,22.0,CH,34.61,3,0.3740918754082207,0.5,0.25,False
776,F,F,M,2,11234.7,Y,49.046667,CC,113.42,3,0.2875430745476258,0.5,0.25,False
777,F,F,M,2,36660.9,Y,39.96,CH,3.36,3,0.2252112906051011,0.0,0.25,True
778,F,F,M,2,68462.8,N,34.4,CC,90.84,4,0.12955307182288373,0.0,0.25,False
779,F,F,M,2,72841.3,N,47.02,CC,82.53,3,0.10682543962807653,0.0,0.0,False
780,F,F,M,2,63670.8,Y,46.146667,Auto,78.87,2,0.060244626460253824,0.0,0.0,True
781,T,M,S,0,66666.0,N,77.0,CC,70.7,3,0.723034817154158,0.5,0.75,False
782,F,F,S,1,77000.0,Y,45.486667,Auto,120.53,2,0.3803860429592991,0.5,0.5,False
783,F,M,M,0,12387.6,N,56.17333299999999,Auto,93.85,2,0.3482429544350804,0.5,0.25,False
784,F,F,M,1,82931.3,N,64.64,Auto,137.25,2,0.07698538588330169,0.0,0.0,False
785,F,F,M,2,57483.9,N,44.026666999999996,CH,44.3,3,0.15857003818616086,0.0,0.25,False
786,T,F,S,2,21274.0,N,45.526666999999996,Auto,43.31,3,0.3184305154486776,0.5,0.25,False
787,F,F,M,2,28267.0,N,30.093333,CC,214.41,4,0.28611840476564715,0.5,0.25,False
788,F,F,M,2,36725.1,N,55.793333,CH,94.88,3,0.21709794925538065,0.0,0.25,False
789,T,M,S,1,94188.3,N,57.54666700000001,CC,41.51,3,0.4679903357422818,0.5,0.5,False
790,F,F,M,2,91861.0,Y,41.98,CC,22.06,2,0.08412005026383228,0.0,0.0,False
791,T,F,S,1,12374.9,Y,33.493333,Auto,123.59,1,0.6246649860107654,0.5,0.5,False
792,F,F,M,2,69133.9,Y,26.833333000000003,CH,46.32,4,0.18814171509455688,0.0,0.25,True
793,F,F,M,2,84948.0,Y,29.446666999999998,CH,23.73,2,0.13207514216873886,0.0,0.25,False
794,F,F,M,2,30998.8,N,40.96,Auto,52.91,1,0.070941876732492,0.0,0.0,False
795,F,M,M,2,21416.5,N,35.653333,CC,27.61,1,0.2009121309614906,0.0,0.25,False
796,F,M,M,2,78554.2,N,16.7,Auto,35.88,4,0.05406808634014828,0.0,0.0,False
797,T,M,S,1,3960.5,N,14.693332999999999,Auto,96.13,4,0.6842765060826587,0.5,0.75,False
798,T,M,M,0,60101.1,Y,63.766667000000005,CH,157.96,4,0.5898744043561961,0.5,0.5,False
799,F,F,M,2,38215.9,N,30.886667,Auto,0.97,2,0.06181071522342613,0.0,0.0,True
800,T,F,M,1,40120.0,N,24.0,CC,176.61,1,0.3528053719304872,0.5,0.25,False
801,F,F,M,2,49745.3,N,47.966667,CH,27.28,3,0.16413811750610305,0.0,0.25,False
802,F,F,M,2,88427.0,N,13.86,CC,69.97,3,0.10078046038595838,0.0,0.0,False
803,F,F,M,2,98003.7,Y,26.273333,CC,84.42,1,0.09537033861490808,0.0,0.0,False
804,T,M,S,0,89142.7,N,53.693332999999996,CC,16.91,3,0.6478186637821124,0.5,0.75,False
805,F,F,S,0,74530.8,N,63.086667000000006,Auto,127.89,2,0.4887866578089341,0.5,0.5,False
806,T,F,S,0,40120.0,N,24.0,CC,265.78,3,0.8898486043647374,1.0,1.0,False
807,F,F,M,2,76289.2,N,48.206666999999996,CC,104.63,3,0.10742108268397844,0.0,0.0,False
808,T,M,M,1,66931.9,N,63.933333,CC,17.46,3,0.1896785628173176,0.0,0.25,False
809,T,F,S,0,40120.0,Y,23.0,CC,108.3,4,0.8699503099994503,1.0,0.75,False
810,T,F,M,1,14085.5,N,24.0,Auto,48.08,3,0.19521435297980255,0.0,0.25,True
811,T,F,S,0,32962.6,N,21.0,CC,168.28,4,0.8785252996098226,1.0,1.0,False
812,T,F,S,0,42000.0,N,22.0,CC,65.79,4,0.8228436985885227,1.0,0.75,False
813,T,F,S,2,43000.0,N,20.0,Auto,41.78,1,0.2622783219818199,0.5,0.25,False
814,F,F,D,1,77726.4,N,56.72,Auto,23.52,2,0.1089108885573228,0.0,0.0,False
815,T,F,S,2,42000.0,N,18.0,CC,62.95,4,0.5325026903523447,0.5,0.5,False
816,T,F,S,1,2800.68,N,45.673333,CC,134.75,1,0.7882361584339801,1.0,0.75,False
817,F,F,M,2,90271.6,N,44.926667,CC,110.4,2,0.08787621620082745,0.0,0.0,False
818,F,F,M,2,64816.6,Y,31.126666999999998,CC,27.87,2,0.13015025107870068,0.0,0.25,False
819,F,F,M,2,98217.1,N,44.98,CC,42.74,4,0.07201226065531997,0.0,0.0,True
820,T,F,S,1,2929.13,N,53.50666700000001,CH,102.23,3,0.8305445844347737,1.0,0.75,False
821,F,F,M,2,41876.6,Y,44.093333,CC,139.44,4,0.2302495105535931,0.0,0.25,False
822,T,M,M,0,96223.4,Y,64.76,CC,18.18,2,0.2660528864720334,0.5,0.25,False
